uid,clientID,previous_read,current_read,amount,total,status,reading_date,due_date,date_created,date_updated
1GD02ZCG1DF941544,WAUDG98E25A142298,6068.3,6100.2,31.9,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1GD02ZCG9EF528207,5XYKT3A11BG697071,7234.2,7253.5,19.3,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GD120EG7BF032539,WAUSF98K69A157229,4595.4,4617.1,21.7,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1GD22XEG4FZ857990,3N1AB7AP0FL342064,5758.8,5777.9,19.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1GD22ZCG0DZ723909,1FTMF1EW1AF287685,9072.8,9103,30.2,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1GD22ZCG8CZ281668,WAUMFAFL0CA237350,2849.2,2876.9,27.7,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1GD311CG1FZ464424,1FTMF1EW1AF287685,9241.7,9248.5,6.8,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1GD311CG6FF671599,4T1BD1EB9EU213246,7352.4,7362.7,10.3,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1GKKRNED6CJ700891,JH4NA126X1T823673,8555.7,8566.2,10.5,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1GKKRNEDXEJ981595,4JGBB9FB4AA505935,9571.1,9601.1,30,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1GKLRKED2AJ017702,3N1CE2CP0FL750127,6780.4,6796.8,16.4,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GKLRKED7AJ989859,3GYT4NEF5CG176516,1703.1,1724.1,21,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1GKS1AE0XCR724805,5XYKT3A11BG697071,7190.1,7200.5,10.4,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1GKS1AKC6FR236194,WAUJC68E83A557684,4202.5,4228.1,25.6,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1GKS1CE09ER017922,2HNYD28688H455045,3909.7,3921.9,12.2,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1GKS1EEF8CR313592,JH4CU2F47CC548151,4235,4248.9,13.9,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GKS1EEFXBR839334,JN8AE2KP3F9275785,9164.3,9177.7,13.4,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1GKS1GEJ6CR132930,WBABS33463P674374,5300.6,5328.7,28.1,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GKS1HE06DR566621,1FBAX2CM7FK689477,3990.9,3998.2,7.3,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1GKS1KE05CR701809,3C6JR6CT8DG608215,5602.2,5612.5,10.3,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GT010CG1CF163733,2G4WD582961946298,4082,4097.6,15.6,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1GT01XEG2FZ489372,1C6RD7FPXCS067701,4061.4,4068.2,6.8,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1GT020CG4EF580165,3GYFNFE38ES115604,5378.2,5385.5,7.3,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1GTN1TEX3CZ630329,1FBAX2CM7FK689477,4021,4036.9,15.9,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1GTN1UEH2FZ641065,1N6AA0EC2FN095139,6819.3,6831,11.7,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1GTN2TEH2FZ978567,KMHGC4DD4CU684277,8308.7,8327.7,19,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GTPCTEX9AZ033573,1YVHZ8BH1B5551290,7941.6,7961.5,19.9,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1GYEC63868R554033,WAUGFBFCXEN068601,5753.4,5781,27.6,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1GYEC63T92R131135,JH4CU2F43EC280718,1680.1,1702.5,22.4,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1GYEE53A190414467,19UUB2F52FA755844,8679.4,8694.1,14.7,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1GYEE637970953586,WAUD2AFD3DN343709,1414.9,1445.7,30.8,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1GYEK63N35R027944,5UXFB53516L118265,7502,7519.4,17.4,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1GYFC26219R809161,WAUDG98E25A142298,6019.9,6028.4,8.5,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GYFK46808R594650,WBXPA93465W043487,1925.6,1938.1,12.5,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1GYFK46888R489256,WAUDH94F06N676180,8470,8496.9,26.9,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1GYFK66847R698715,1B3CB3HA8AD282020,9435.4,9465.6,30.2,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
1GYS3BKJ7FR928484,WAUPL68E24A910643,8859.4,8875.3,15.9,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1GYS3EEJ2CR344227,WAUMFAFL0CA237350,5623.8,5640.7,16.9,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1GYS3FEJ1DR415957,WBXPA93465W043487,1938.1,1967.2,29.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1GYS3HEF1CR124624,1G6DM8E36D0662889,7637.8,7654.8,17,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GYS3HEF3DR963997,WAU3VAFR9CA275758,7196.2,7225.1,28.9,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1GYS3LKJXFR411699,1LNHL9DR0BG709637,9105.9,9112.1,6.2,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1GYS3SKJ0FR089195,1G6KD54Y01U158832,4820.4,4836.7,16.3,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1GYS4BEF6BR135305,4JGBB9FB4AA505935,9395.4,9426.2,30.8,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1GYS4BEF6ER391514,1N6AA0EC2FN095139,6849.9,6876,26.1,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1GYS4DEF1BR007288,JA32U1FU6AU969954,8767.8,8773.2,5.4,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
1GYS4GKJ0FR245889,WAU3VAFR9CA275758,7022.3,7034.7,12.4,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1GYS4JEF1ER275969,WBABS33463P674374,9050,9064,14,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1GYUCAEF7AR712024,WAUSF98K69A157229,6811.9,6836,24.1,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1GYUCFEJ7AR299166,4T1BD1EB9EU213246,7271.3,7277.6,6.3,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1GYUKCEFXAR994898,3C6JD6EP1CG131415,6660.8,6680.7,19.9,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1GYUKGEF6AR126338,5N1AR2MM0FC290147,5618.1,5630,11.9,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
1HGCP2E77AA435363,1B3CB3HA8AD282020,9365.9,9371.2,5.3,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1HGCR2E30DA789057,WBAVC73548K924757,3459.7,3474.3,14.6,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1HGCR2E34EA793145,3C6JD6EP1CG131415,2480.7,2502.9,22.2,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1HGCR2E5XEA156200,2HNYD28688H455045,3842.8,3853.8,11,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1HGCR6F32FA197331,5N1AZ2MG0FN251038,3278.3,3285.1,6.8,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
1HGCR6F36EA027794,WBAXA5C52FD907587,2128.8,2158,29.2,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1J4AA2D17BL298056,JTHKD5BH3C2553004,5527.6,5543.6,16,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1LNHL9DRXBG924586,1LNHL9DR0BG709637,9193.4,9211.2,17.8,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1N4AA5AP4AC347525,WAUVFAFH2DN072511,9592,9615.2,23.2,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1N4AA5AP9CC138719,JH4NA12684T808965,3208.9,3224.6,15.7,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1N4AB7AP8DN503597,WAUPL68E24A910643,8769.5,8785,15.5,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1N4AB7AP9EN553118,WAUAH94F58N136538,7745.1,7774.8,29.7,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1N4AL2AP2CN527036,1FTSW2A57AE002486,6044.7,6050.6,5.9,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1N4AL2AP3CC351738,JM3KE2BE1E0587192,5984,6004.1,20.1,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1N4AL2AP9BC776976,5XYKT3A61FG281183,5205.3,5210.5,5.2,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1N4AL3APXDC482401,1GYS3HKJXFR749066,7479.2,7503.9,24.7,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1N6AA0CA0AN907323,WAUSH98E77A264534,7824.6,7834.1,9.5,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1N6AA0CA6AN399648,JM3KE2BE1E0587192,5851.4,5867.3,15.9,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1N6AA0CA9AN001543,WAUDG98E25A142298,6028.4,6051.8,23.4,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
1N6AA0CC3BN673018,1YVHZ8BH1B5551290,7922.3,7941.6,19.3,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1N6AA0CC3CN357667,YV4960BZ7A1900971,1629.9,1641.1,11.2,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1N6AA0CC6BN240454,WAUPL68E24A910643,8785,8816.1,31.1,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1N6AA0CC7CN696206,WAUJC68E83A557684,4189.1,4202.5,13.4,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1N6AA0CHXEN149543,WAUBGAFB1BN958280,3392.4,3409.2,16.8,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
1N6AA0CJ3DN503288,2T1BURHE7FC721044,8652.5,8664.3,11.8,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1N6AA0CJ9EN566946,WBAEJ13412A207966,3948.8,3955.8,7,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1N6AA0EC1FN002093,3GYFNFE38ES115604,5512.2,5533.7,21.5,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1N6AA0EC2EN052497,1B3CB3HA8AD282020,9388.5,9396.5,8,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
1N6AA0EC6FN141152,WAUPL68E24A910643,8721.1,8735.6,14.5,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1N6AA0EC9EN685580,SAJWJ2GD4F8692092,9601.3,9617.2,15.9,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1N6AA0EJXFN018923,5LMJJ2J58EE745945,6767.5,6797.9,30.4,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
1N6AD0CU2AC919096,WAUMGBFL6CA489784,7462.6,7488.7,26.1,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1N6AD0CU4BC149596,JTEBU5JR3E5191328,9843,9855.4,12.4,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
1N6AD0CU9AC551600,WAUJC68E83A557684,4249.7,4281.5,31.8,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1N6AD0CW5EN083215,1NXBE4EE0AZ827444,7652.3,7682.7,30.4,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1N6AD0CW8EN916568,2G4WE587771346969,8239.5,8255.6,16.1,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1N6AD0CW9FN163554,JN8AZ2KR2ET462006,7383,7388.2,5.2,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1N6AF0KY5EN355629,SAJWA1CB1BL074881,8216.9,8239.5,22.6,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
1N6AF0KY9FN611529,JH4DC54823C137416,6155,6178.1,23.1,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1N6BF0KL5FN887280,1G6AR5S35F0859840,9311.7,9319.9,8.2,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1NXBE4EE8AZ548629,5UXFB53516L118265,7494.6,7502,7.4,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1NXBU4EE5AZ898397,3C6JR6CT8DG608215,5654.4,5665.6,11.2,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1VWAS7A32FC511746,3GYT4NEF5CG176516,1905.2,1917.4,12.2,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1VWAS7A36FC356232,WAUPL68E24A910643,8875.3,8892.4,17.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
1YVHZ8BA3A5844285,WAUDH94F06N676180,8406.8,8428.6,21.8,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
1YVHZ8BHXD5327549,19UYA41783A267731,7610.4,7633.8,23.4,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
1ZVBP8AM0B5142291,JH4CU2F47CC548151,4304.2,4329,24.8,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1ZVBP8AM1C5354098,WAUMGBFL6CA489784,7589,7607.5,18.5,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
1ZVBP8AM9B5913847,2G4WD582961946298,4107.1,4137.6,30.5,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
1ZVBP8JS8A5150457,5GAKVBKD7FJ289310,8100,8128.5,28.5,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
2B3CA8CT6AH119670,WAUSF98K69A157229,6870.4,6876.4,6,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2B3CK3CV1AH679176,3GYT4NEF5CG176516,1896.5,1905.2,8.7,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2C3CA3CV9AH910198,JH4NA12684T808965,3042.8,3060.6,17.8,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2C3CCAAG0EH764167,WDDHF0EB7EB886296,5988,6013.6,25.6,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
2C3CCAAG8EH257369,WAUSF98K69A157229,6706.5,6722.1,15.6,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
2C3CCADT3CH811116,WBXPA93465W043487,1857.2,1874.6,17.4,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
2C3CCAEG7EH748171,YV4960BZ7A1900971,1708.2,1727.2,19,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
2C3CCAEG7FH306511,WBAVC73548K924757,3582.3,3612.2,29.9,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
2C3CCAGG8DH352875,4T1BD1FK9FU340529,4729.9,4737.9,8,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
2C3CCAKGXEH441324,WBA3X5C56FD651709,3802.4,3829.1,26.7,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2C3CCARG3DH532360,5N1AR2MM0FC290147,5497.7,5529.1,31.4,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
2C3CCASG3FH898879,1GYS3HKJXFR749066,5781,5797.6,16.6,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
2C3CDXEJ4CH275600,5UXFB53516L118265,7686.6,7710.2,23.6,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
2C3CDXGJ7FH460886,1YVHZ8BH1B5551290,7886.3,7898.4,12.1,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
2C3CDXHG4CH240331,4T1BD1FK9FU340529,8626.3,8635.999999999998,9.7,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2C3CDXHG5EH536218,1G6KD54Y01U158832,1811,1831.3,20.3,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2C3CDZAT5FH433854,SAJWA1CB1BL074881,9865.4,9872.3,6.9,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
2C3CDZBG7FH875813,4JGBB9FB4AA505935,9546,9571.1,25.1,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2C4RDGBG1DR600780,JTHBW1GG6E2344894,2511.6,2534.3,22.7,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
2C4RDGBG4CR680106,1FMCU4K33AK158735,7511.6,7530.7,19.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2C4RDGCG2ER965713,WBAVC73548K924757,3643,3651.8,8.8,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
2C4RDGCG3CR589925,WAUGFBFCXEN068601,9246.2,9261.3,15.1,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
2C4RDGCG5FR576033,WAUAH94F58N136538,2436,2459.1,23.1,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2C4RDGCG8FR512455,WBAVC73548K924757,3629.9,3643,13.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2FMDK3AK0DB726824,WBA3X5C56FD651709,1513.2,1521,7.8,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
2FMDK3GC0AB415180,2G4WE587771346969,8287.5,8292.7,5.2,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2FMDK4KC3AB795158,SCFEBBCF0BG807982,10015.9,10036.3,20.4,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
2FMHK6DC9AB871685,1FMCU4K33AK158735,5495.9,5504.7,8.8,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2G4GN5EC5B9974268,WBAEJ13412A207966,6954.5,6968.4,13.9,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
2G4GN5EC7B9176077,3C63DRGL4CG140064,1985.9,2011.9,26,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2G4GS5GX6F9480578,WAUJC68E83A557684,4174.1,4189.1,15,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2G4GT5GC0B9896422,JM3TB2BA7D0018677,7509.2,7530.7,21.5,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2G4GV5EV2B9384918,WAUBGAFB1BN958280,3490.5,3521.8,31.3,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
2G4GY5GV3B9568088,WBAVC73548K924757,3424.3,3445.6,21.3,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
2G4WB55K111676194,3D7JB1EP4AG547396,7690.2,7721.1,30.9,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
2G4WB55K821505461,WAUVFAFH2DN072511,9717.3,9724.199999999999,6.9,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2G4WC562151229608,WAUWFAFH8DN635713,8033.8,8056.7,22.9,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
2G4WC582291103129,WBABS33463P674374,5328.7,5342.3,13.6,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
2G4WE537451984004,3D7JB1EP4AG547396,7721.1,7740.5,19.4,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2G4WS52JX51602595,4T1BD1EB9EU213246,5311.5,5339.4,27.9,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2G61L5S32E9205187,1N6AA0EC2FN095139,6760,6768.3,8.3,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
2G61N5S34D9217981,SCFEBBEL6DG709948,5780.9,5787.6,6.7,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2G61S5S37F9067649,2T1BURHE7FC721044,8664.3,8695.2,30.9,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2G61S5S38D9844353,3D7JB1EP4AG547396,7683.6,7690.2,6.6,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
2G61W5S82F9698289,YV4960BZ7A1900971,1517.8,1540.3,22.5,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
2GKALMEK9E6559997,3D7JB1EP4AG547396,1676.5,1703.1,26.6,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2HKRM3H3XCH397025,2G4WD582961946298,4046,4075.9,29.9,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
2HNYB1H47CH213502,WAUAFAFL6AN331242,2793.3,2825.2,31.9,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
2HNYB1H68DH362973,JTEBU5JR3E5191328,9905.4,9915.1,9.7,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
2HNYD18491H164276,JH4DC54823C137416,6140.5,6155,14.5,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2HNYD18604H506140,JTHBW1GG6E2344894,2640,2647.1,7.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2HNYD18674H343616,2G4WE587771346969,5544.9,5565.6,20.7,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2HNYD18776H959411,5XYKT3A11BG697071,7181.8,7190.1,8.3,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2HNYD18815H146346,YV4960BZ7A1900971,1566.8,1590.6,23.8,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
2HNYD18943H446243,YV4960BZ7A1900971,8224.8,8237.9,13.1,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2HNYD189X4H887943,5XYKT3A11BG697071,7200.5,7223,22.5,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
2HNYD28438H333336,JH4NA126X1T823673,8725.4,8746.5,21.1,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
2HNYD28477H309684,1G6AR5S35F0859840,9277.7,9289.1,11.4,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
2HNYD2H85CH623931,SCFEBBCF0BG807982,10119.6,10139.3,19.7,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
2LMDJ6JC9AB917559,1D7RV1CT7AS968127,7524,7529,5,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
2LMDJ6JK8FB354972,WAUAH94F58N136538,7717.4,7723.6,6.2,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
2LMHJ5AR3BB813666,19UUB2F52FA755844,8586.4,8616.4,30,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
2T1BU4EE3CC510765,SCFEBBEL6DG709948,5885.6,5908.9,23.3,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
2T1BU4EE4DC101692,WAUAFAFL6AN331242,6644.7,6649.8,5.1,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2T1BU4EE7BC861404,JTHKD5BH3C2553004,5638.1,5668.6,30.5,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
2T1BU4EE8DC700787,3N1CE2CP0FL750127,6698.2,6720.8,22.6,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2T1BU4EEXDC170516,3N1BC1AP7AL785321,3639.5,3657.4,17.9,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2T1BURHE5EC507491,1YVHZ8BH1B5551290,9351.4,9359.9,8.5,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
2T1BURHEXFC083338,1NXBE4EE0AZ827444,7613.6,7631.1,17.5,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
2T2BK1BA5AC930980,1G4PR5SK2E4176351,6029.5,6056.5,27,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
2T3BFREV6EW458273,WAUSH98E77A264534,4235.8,4260.4,24.6,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
2V4RW3D13AR788442,1FMCU4K33AK158735,7482.2,7497,14.8,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3C3CFFAR2CT457593,1G6DM8E36D0662889,7592.3,7607.7,15.4,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3C3CFFAR2ET948832,WAU3VAFR9CA275758,7199.2,7211,11.8,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
3C3CFFAR2FT695741,JH4NA126X1T823673,8566.2,8588.6,22.4,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3C3CFFAR3ET063751,1GYS4UKJ5FR204673,5786,5793.6,7.6,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3C3CFFCR9FT045818,WAUMFAFL0CA237350,2973.2,3001.9,28.7,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3C3CFFCRXFT560696,1FTSW2B58AE032921,6698.2,6720.3,22.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3C3CFFER3CT008532,SAJWA1CB1BL074881,9902.4,9915.7,13.3,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3C3CFFER3CT451313,WBAEJ13412A207966,6968.4,6986.4,18,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
3C4PDCAB2ET262911,SAJWA1CB1BL074881,9915.7,9932.5,16.8,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3C4PDCBB2DT935550,4JGBB9FB4AA505935,4618.4,4635.9,17.5,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
3C4PDCEG1CT578982,KMHGC4DD4CU684277,8283.6,8294.3,10.7,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
3C4PDCEG7ET554317,2G4WD582961946298,3966.9,3973,6.1,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
3C4PDDBG8CT791051,SCFEBBEL6DG709948,8078.2,8100,21.8,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
3C4PDDEG0FT030109,1GYS4UKJ5FR204673,5818.9,5825.4,6.5,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3C63D2CLXCG228243,WAUAFAFL6AN331242,2924,2944.2,20.2,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
3C63D2EL0CG249017,3N1CE2CP0FL750127,6649.8,6668.2,18.4,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3C63D3ML8CG570343,JN8AZ2KR2ET462006,7510.8,7534.6,23.8,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
